illian,migrt
23277093,20190801
23279319,20190709
23280419,20190718
23285282,20190530
23286007,20190613
23291717,20190614
23293053,20190701
23298122,20190601
23304931,20190611
23305667,20190701
23305752,20190510
23308108,20190607
23308338,20190520
23332022,20190610
23332496,20190719
23335646,20190602
23337039,20190715
23337903,20190817
23339847,20190801
23343739,20190602
23345343,20190701
23347152,20190606
23347339,20190804
23349887,20190801
23352004,20190801
23357243,20190722
23358414,20190811
23358706,20190801
23361761,20190804
23375039,20190714
23375226,20190727
23378107,20190702
23381059,20190714
23383214,20190710
23385437,20190525
23386076,20190725
23387462,20190701
23390396,20190713
23391804,20190731
23401300,20190703
23401891,20190601
23403014,20190701
23407055,20190801
23409242,20190706
23411750,20190811
23421531,20190701
23425685,20190601
23429693,20190717
23432855,20190512
23434634,20190702
23435245,20190801
23439185,20190801
23442691,20190601
23443859,20190529
23449751,20190701
23450882,20190523
23454671,20190604
23457967,20190617
23462943,20190717
23467532,20190704
23469540,20190728
23472725,20190606
23476344,20190801
23480954,20190804
23485556,20190805
23487733,20190703
23491695,20190804
23499366,20190706
23500643,20190529
23503957,20190721
23509589,20190709
23511943,20190701
23516997,20190721
23521098,20190804
23522092,20190702
23522476,20190715
23522823,20190716
23524258,20190801
23525100,20190601
23526087,20190811
23531853,20190801
23540586,20190801
23545281,20190710
23549691,20190803
23553792,20190726
23555204,20190716
23568469,20190701
23569649,20190601
23572576,20190702
23583068,20190601
23587867,20190707
23588619,20190801
23596653,20190706
23597548,20190703
23598000,20190622
23602789,20190727
23604063,20190617
23606961,20190721
23612560,20190801
23613364,20190606
23617129,20190701
23618284,20190523
23622875,20190701
23622940,20190701
23625354,20190601
23632138,20190703
23640791,20190609
23641215,20190714
23642537,20190502
23648282,20190707
23654668,20190724
23656249,20190611
23661565,20190707
23665703,20190701
23667240,20190601
23667978,20190725
23673949,20190701
23675543,20190610
23679603,20190623
23679727,20190613
23679871,20190728
23683331,20190601
23687637,20190701
23690357,20190805
23693182,20190817
23693257,20190701
23695052,20190605
23696652,20190727
23698989,20190603
23701199,20190610
23701211,20190701
23705946,20190601
23706991,20190710
23707484,20190706
23708498,20190811
23708940,20190706
23709798,20190608
23736911,20190717
23737524,20190802
23737905,20190801
23740188,20190718
23743481,20190601
23751122,20190722
23763872,20190804
23764587,20190801
23767849,20190727
23770231,20190707
23773289,20190807
23779263,20190602
23785057,20190505
23786970,20190802
23787464,20190629
23789470,20190601
23790975,20190701
23792428,20190704
23792559,20190801
23798919,20190822
23801616,20190701
23810972,20190701
23817620,20190801
23825810,20190705
23826634,20190701
23826796,20190701
23828817,20190523
23833715,20190611
23840175,20190602
23843650,20190623
23845849,20190805
23848043,20190713
23854097,20190716
23860869,20190702
23862435,20190807
23877682,20190602
23881489,20190628
23883314,20190804
23885374,20190602
23886899,20190801
23888649,20190714
23893810,20190731
23902010,20190803
23902933,20190704
23903642,20190601
23903662,20190707
23906131,20190712
23906736,20190801
23913589,20190708
23922075,20190801
23923506,20190704
23930292,20190701
23931686,20190521
23937322,20190605
23939637,20190701
23941812,20190611
23945736,20190709
23955910,20190522
23962558,20190601
23969732,20190701
23971157,20190610
23971218,20190602
23976615,20190513
23978182,20190701
23983275,20190703
23986247,20190702
23989237,20190715
23993729,20190801
23993957,20190614
23998645,20190801
24003931,20190601
24013717,20190606
24018053,20190703
24025997,20190616
24035374,20190814
24035955,20190701
24040342,20190601
24041148,20190602
24042167,20190810
24046375,20190707
24052084,20190630
24056727,20190511
24057790,20190701
24061742,20190612
24064225,20190607
24070166,20190601
24080591,20190629
24087103,20190714
24098934,20190602
24102500,20190801
24104775,20190616
24107945,20190601
24113976,20190709
24114119,20190701
24125416,20190601
24129978,20190601
24131136,20190523
24131555,20190709
24138642,20190801
24142861,20190527
24144219,20190701
24148261,20190617
24148987,20190619
24149092,20190808
24152321,20190801
24154974,20190715
24156241,20190801
24157579,20190603
24158929,20190529
24159302,20190706
24162858,20190702
24164236,20190726
24164594,20190728
24166860,20190713
24168478,20190720
24170544,20190701
24171133,20190511
24174244,20190604
24174247,20190518
24174569,20190519
24178679,20190619
24180388,20190703
24182500,20190706
24186493,20190701
24191758,20190628
24201170,20190801
24204408,20190806
24205558,20190709
24205654,20190728
24216396,20190609
24216476,20190609
24217850,20190530
24223111,20190527
24226976,20190804
24229943,20190529
24233099,20190627
24233304,20190702
24234244,20190713
24244977,20190724
24246466,20190608
24247391,20190604
24249871,20190703
24256118,20190601
24257471,20190715
24269681,20190801
24271593,20190601
24279052,20190813
24287089,20190612
24289198,20190713
24291353,20190608
24293174,20190608
24294923,20190806
24304121,20190630
24307219,20190802
24314200,20190519
24314572,20190708
24323346,20190601
24325111,20190701
24325549,20190705
24327053,20190701
24327271,20190502
24327467,20190501
24327931,20190707
24328336,20190711
24329075,20190806
24339203,20190602
24341036,20190602
24341313,20190602
24341912,20190704
24343159,20190609
24345783,20190607
24346236,20190803
24346340,20190603
24347020,20190801
24350257,20190604
24355020,20190730
24358074,20190502
24360309,20190604
24362927,20190713
24363465,20190717
24366175,20190814
24369564,20190601
24370565,20190609
24373907,20190610
24376345,20190801
24378871,20190802
24389134,20190802
24393039,20190621
24395421,20190525
24396896,20190718
24435659,20190526
24438278,20190705
24438519,20190625
24438596,20190601
24441188,20190801
24442197,20190623
24446017,20190701
24447921,20190729
24449231,20190608
24450252,20190602
24451650,20190616
24457485,20190602
24457811,20190724
24459184,20190718
24461119,20190806
24463566,20190807
24468803,20190810
24472865,20190601
24476386,20190803
24482772,20190804
24486466,20190706
24487200,20190608
24487282,20190715
24487709,20190708
24489000,20190810
24495651,20190803
24495850,20190704
24498578,20190704
24499936,20190703
24506945,20190801
24516527,20190801
24523658,20190810
24525168,20190801
24530949,20190701
24532910,20190813
24533795,20190715
24538247,20190609
24538253,20190801
24539816,20190705
24542231,20190530
24548928,20190601
24551669,20190601
24560093,20190622
24561913,20190703
24566065,20190526
24568075,20190706
24573920,20190612
24579896,20190601
24584578,20190521
24591122,20190701
24592463,20190517
24596130,20190803
24596374,20190802
24596911,20190703
24599632,20190808
24604190,20190701
24606169,20190701
24608035,20190616
24609852,20190607
24615569,20190612
24618171,20190709
24619716,20190703
24638048,20190702
24641878,20190618
24647564,20190702
24651100,20190704
24653061,20190617
24653931,20190601
24657593,20190715
24666432,20190701
24666762,20190811
24671380,20190803
24685938,20190602
24690596,20190702
24691261,20190720
24691675,20190810
24692033,20190518
24693845,20190530
24700269,20190701
24700827,20190701
24702847,20190708
24706587,20190713
24709808,20190601
24712693,20190701
24725355,20190711
24728086,20190801
24728371,20190731
24730220,20190808
24735826,20190701
24736537,20190818
24741337,20190801
24745051,20190702
24748033,20190601
24753489,20190805
24756753,20190507
24761114,20190803
24762955,20190701
24769188,20190601
24770308,20190806
24770463,20190707
24772089,20190702
24775792,20190708
24785849,20190704
24788983,20190721
24789602,20190617
24799153,20190611
24802948,20190601
24804542,20190722
24804702,20190702
24812300,20190703
24818240,20190720
24819245,20190801
24820878,20190812
24821559,20190701
24836066,20190721
24849012,20190708
24856510,20190601
24857735,20190804
24857957,20190805
24859864,20190706
24863238,20190701
24864653,20190615
24869289,20190801
24870882,20190719
24873252,20190701
24874544,20190803
24880415,20190801
24891769,20190703
24895031,20190727
24901182,20190601
24907297,20190614
24910819,20190801
24914861,20190602
24916165,20190703
24919060,20190616
24919237,20190523
24920691,20190811
24921030,20190801
24925102,20190805
24926047,20190608
24926917,20190727
24929109,20190803
24940964,20190615
24943013,20190716
24967244,20190614
24969151,20190801
24974771,20190705
24975183,20190530
24976152,20190801
24978974,20190607
24983780,20190514
24984066,20190707
24984491,20190714
24985996,20190801
24985999,20190805
24987273,20190718
24990987,20190616
24995541,20190601
25001106,20190505
25010724,20190701
25015396,20190616
25017988,20190610
25026047,20190628
25028806,20190601
25032971,20190801
25033069,20190601
25035537,20190801
25038435,20190704
25042474,20190622
25047896,20190606
25054367,20190802
25066474,20190702
25071441,20190701
25073379,20190801
25084183,20190703
25084477,20190718
25084491,20190607
25086302,20190602
25086936,20190708
25102869,20190701
25107723,20190710
25113172,20190807
25115291,20190815
25115425,20190705
25121861,20190601
25125451,20190529
25129741,20190624
25133132,20190522
25141117,20190603
25141953,20190513
25149642,20190601
25152728,20190701
25160756,20190811
25161006,20190728
25163550,20190801
25164867,20190711
25165883,20190607
25171908,20190701
25172249,20190801
25174008,20190627
25174552,20190702
25176854,20190621
25182255,20190801
25184775,20190604
25186169,20190801
25186249,20190720
25190398,20190715
25190476,20190803
25192241,20190601
25198286,20190601
25205759,20190717
25206445,20190617
25211397,20190603
25215915,20190702
25224546,20190521
25225239,20190601
25228819,20190801
25235019,20190703
25244949,20190812
25250990,20190701
25251163,20190801
25256280,20190716
25261159,20190714
25261763,20190709
25265639,20190621
25274149,20190522
25274723,20190803
25274837,20190701
25292110,20190702
25292215,20190704
25292577,20190721
25297322,20190701
25300439,20190711
25301868,20190707
25308189,20190801
25308940,20190603
25312189,20190707
25312653,20190601
25321623,20190602
25329302,20190602
25332501,20190629
25333037,20190801
25337601,20190829
25338868,20190610
25340218,20190704
25341991,20190506
25344695,20190706
25347221,20190801
25348563,20190609
25355249,20190531
25356536,20190705
25357865,20190712
25365387,20190526
25365871,20190623
25369515,20190802
25388651,20190701
25392510,20190708
25395709,20190701
25409283,20190801
25415878,20190602
25417010,20190701
25419453,20190701
25420277,20190701
25424170,20190704
25424706,20190601
25425361,20190731
25428531,20190610
25429279,20190701
25431465,20190704
25433302,20190711
25435046,20190804
25439871,20190603
25440292,20190804
25443994,20190809
25446748,20190802
25450723,20190801
25453470,20190702
25456944,20190803
25469080,20190610
25470900,20190623
25474561,20190601
25476154,20190601
25478345,20190801
25480186,20190701
25489191,20190802
25490903,20190607
25492274,20190702
25497807,20190710
25506833,20190601
25512092,20190601
25515341,20190707
25520288,20190614
25526549,20190605
25532267,20190712
25533561,20190708
25542000,20190801
25549423,20190622
25549983,20190730
25550823,20190620
25554457,20190727
25554775,20190801
25557545,20190801
25557880,20190807
25567889,20190707
25571013,20190801
25576908,20190724
25585451,20190712
25590240,20190701
25590537,20190717
25600273,20190707
25608382,20190707
25611247,20190724
25614472,20190601
25616172,20190720
25622460,20190701
25622732,20190718
25623488,20190601
25625630,20190701
25626908,20190701
25628938,20190606
25635124,20190801
25637869,20190602
25642186,20190602
25646858,20190601
25650830,20190801
25653635,20190706
25658103,20190605
25658985,20190624
25661558,20190712
25663909,20190701
25666888,20190803
25668362,20190601
25672566,20190728
25675774,20190703
25676755,20190702
25684052,20190721
25685644,20190526
25687581,20190505
25692245,20190505
25695813,20190618
25698909,20190608
25698997,20190726
25701443,20190524
25704229,20190712
25705697,20190722
25706652,20190803
25707650,20190716
25708396,20190715
25718745,20190801
25720960,20190816
25724763,20190520
25727158,20190804
25741735,20190601
25742131,20190713
25744929,20190528
25758678,20190601
25759509,20190803
25760043,20190820
25762768,20190727
25764467,20190724
25767546,20190701
25774115,20190815
25779914,20190612
25781138,20190705
25791813,20190513
25793704,20190504
25801867,20190601
25803883,20190508
25807563,20190801
25807813,20190630
25808201,20190605
25813531,20190802
25815542,20190627
25824826,20190701
25830730,20190801
25834341,20190602
25835444,20190803
25839465,20190802
25845196,20190803
25846584,20190611
25853632,20190707
25859525,20190601
25860974,20190602
25861408,20190608
25861450,20190702
25872339,20190703
25873870,20190702
25873944,20190801
25882072,20190707
25885397,20190615
25885974,20190630
25888835,20190701
25890868,20190702
25895582,20190714
25901388,20190601
25915387,20190701
25915685,20190522
25915841,20190803
25927257,20190807
25928929,20190605
25932765,20190706
25933556,20190615
25933883,20190519
25936367,20190701
25939615,20190602
25940772,20190801
25941781,20190602
25947509,20190601
25948146,20190806
25949876,20190704
25952936,20190625
25953970,20190606
25957546,20190515
25960455,20190703
25965499,20190602
25968338,20190801
25971569,20190601
25974570,20190812
25979320,20190720
25981879,20190706
25985736,20190801
25990719,20190701
25996653,20190703
25998364,20190801
26009377,20190801
26013759,20190801
26017324,20190709
26023622,20190707
26026058,20190704
26029984,20190718
26032487,20190801
26035904,20190728
26038639,20190722
26044697,20190801
26045022,20190728
26054015,20190605
26055948,20190801
26056342,20190805
26059021,20190601
26059456,20190701
26060990,20190705
26062783,20190726
26063344,20190705
26063828,20190802
26068983,20190521
26070122,20190727
26074254,20190701
26084985,20190601
26087800,20190803
26088053,20190501
26092708,20190806
26093330,20190601
26094769,20190703
26095840,20190728
26104130,20190725
26110705,20190624
26111405,20190801
26114790,20190614
26120691,20190505
26123874,20190608
26123950,20190501
26126024,20190601
26130805,20190713
26147160,20190601
26149158,20190521
26149530,20190701
26151375,20190622
26158579,20190518
26160378,20190704
26161019,20190601
26161446,20190601
26163395,20190714
26165802,20190707
26175718,20190801
26176188,20190523
26179122,20190801
26182849,20190601
26187655,20190807
26188297,20190602
26192886,20190701
26197176,20190728
26206772,20190601
26211519,20190611
26212546,20190506
26213069,20190601
26214694,20190601
26215932,20190614
26217231,20190608
26219417,20190708
26220366,20190809
26235298,20190801
26240073,20190601
26243573,20190624
26252747,20190801
26253036,20190526
26254734,20190721
26259036,20190511
26266173,20190728
26268154,20190601
26282515,20190813
26289585,20190623
26290454,20190511
26292226,20190607
26296896,20190701
26305417,20190817
26306234,20190801
26312095,20190801
26312752,20190707
26313214,20190701
26314522,20190804
26315771,20190821
26320211,20190622
26323629,20190701
26325495,20190817
26326791,20190801
26327209,20190709
26328662,20190805
26329381,20190718
26330401,20190613
26334750,20190602
26337776,20190701
26352549,20190808
26352866,20190518
26360925,20190630
26363733,20190601
26365792,20190717
26381906,20190804
26388565,20190726
26398489,20190714
26399565,20190601
26401564,20190707
26403374,20190705
26404250,20190701
26408121,20190717
26410812,20190708
26420204,20190811
26422100,20190801
26422156,20190701
26423468,20190716
26423941,20190501
26426096,20190601
26429253,20190810
26436126,20190804
26436466,20190804
26438301,20190607
26442574,20190703
26453362,20190701
26455616,20190810
26461629,20190811
26466134,20190719
26475829,20190616
26480718,20190714
26481636,20190701
26483372,20190605
26483567,20190801
26485111,20190801
26485139,20190802
26487237,20190605
26488000,20190701
26491318,20190602
26491558,20190801
26497164,20190701
26500273,20190601
26502506,20190821
26504380,20190715
26506531,20190503
26508084,20190515
26509766,20190707
26512888,20190601
26513179,20190720
26521026,20190602
26523364,20190805
26525443,20190716
26526123,20190601
26527367,20190525
26528737,20190620
26529182,20190601
26529833,20190801
26529914,20190516
26533615,20190701
26534446,20190801
26540803,20190619
26543854,20190805
26554412,20190518
26556556,20190526
26559767,20190505
26563007,20190608
26563942,20190801
26567970,20190803
26569962,20190709
26570324,20190707
26573941,20190604
26574661,20190609
26577391,20190706
26580244,20190721
26583637,20190603
26586942,20190610
26590116,20190604
26598083,20190601
26614062,20190601
26615821,20190811
26619024,20190704
26624853,20190526
26629208,20190607
26634703,20190702
26634869,20190709
26639204,20190518
26644968,20190630
26654698,20190604
26656197,20190614
26656593,20190810
26669054,20190701
26670687,20190630
26676599,20190606
26677579,20190811
26681899,20190701
26691117,20190801
26693063,20190602
26693913,20190702
26697744,20190707
26698916,20190811
26705238,20190706
26705291,20190703
26705469,20190611
26706651,20190713
26706871,20190622
26710593,20190701
26717466,20190601
26718396,20190725
26718696,20190625
26719023,20190603
26721134,20190503
26722745,20190713
26725399,20190601
26726684,20190615
26727396,20190714
26734180,20190601
26734511,20190701
26736088,20190701
26739164,20190610
26740561,20190801
26740714,20190701
26743789,20190603
26747222,20190701
26748126,20190811
26750334,20190602
26752454,20190802
26754234,20190801
26763032,20190627
26766744,20190801
26767878,20190612
26787864,20190701
26788094,20190601
26792676,20190701
26805913,20190703
26814167,20190707
26817516,20190601
26818730,20190602
26822632,20190603
26832860,20190601
26835438,20190701
26836684,20190726
26838994,20190604
26840487,20190722
26844560,20190701
26846243,20190602
26853430,20190726
26853463,20190602
26860644,20190603
26862348,20190701
26862644,20190702
26863994,20190709
26865905,20190801
26871749,20190801
26872325,20190801
26872776,20190801
26886054,20190509
26888805,20190601
26889277,20190615
26890596,20190607
26890646,20190801
26890838,20190610
26893569,20190518
26893692,20190704
26895591,20190601
26902122,20190616
26905581,20190526
26912538,20190801
26914173,20190803
26923195,20190709
26931643,20190503
26932512,20190703
26934920,20190815
26939993,20190708
26942793,20190701
26955363,20190621
26956599,20190626
26957060,20190602
26970802,20190701
26971159,20190603
26974206,20190516
26991871,20190712
26994408,20190520
26994714,20190803
26995856,20190607
27004000,20190607
27008504,20190612
27008520,20190629
27013311,20190605
27014351,20190502
27014563,20190701
27021203,20190507
27022600,20190601
27025447,20190702
27025540,20190701
27027841,20190616
27028158,20190814
27036139,20190629
27042184,20190713
27047349,20190814
27057892,20190604
27061541,20190616
27065286,20190526
27068454,20190730
27073106,20190802
27075164,20190622
27079628,20190803
27081940,20190801
27084464,20190717
27084939,20190701
27091143,20190715
27098993,20190601
27099331,20190606
27103688,20190604
27107430,20190819
27109579,20190701
27114915,20190810
27118476,20190601
27121132,20190706
27122113,20190703
27125000,20190814
27130858,20190711
27135496,20190716
27136990,20190701
27140000,20190622
27147760,20190701
27151674,20190728
27152702,20190624
27154377,20190712
27157433,20190701
27158621,20190731
27161126,20190801
27161158,20190601
27161482,20190620
27162026,20190603
27170627,20190706
27170876,20190708
27172185,20190510
27178639,20190701
27180627,20190601
27181785,20190801
27186221,20190720
27186251,20190715
27188121,20190708
27191911,20190701
27193891,20190511
27195739,20190529
27199943,20190702
27204246,20190713
27209477,20190627
27211838,20190731
27216590,20190601
27219602,20190713
27225709,20190709
27227941,20190615
27227995,20190602
27234615,20190601
27248064,20190803
27259100,20190619
27259563,20190701
27260267,20190605
27266255,20190525
27268298,20190601
27268991,20190703
27269706,20190604
27270544,20190727
27270953,20190622
27272937,20190704
27282130,20190602
27283277,20190801
27286157,20190801
27288086,20190801
27293203,20190601
27293985,20190702
27294947,20190812
27294984,20190802
27295425,20190701
27310129,20190609
27311638,20190722
27313960,20190719
27314312,20190605
27320825,20190511
27322709,20190501
27323531,20190602
27326796,20190718
27329143,20190701
27332564,20190701
27334769,20190802
27343840,20190701
27346897,20190801
27351900,20190620
27361922,20190602
27372376,20190604
27372415,20190701
27375169,20190811
27377061,20190804
27379679,20190701
27381871,20190615
27382179,20190721
27388221,20190701
27391005,20190806
27395539,20190813
27400691,20190801
27402177,20190804
27403093,20190801
27407487,20190705
27408073,20190629
27417767,20190601
27417840,20190505
27418848,20190525
27421871,20190730
27426944,20190701
27438225,20190723
27438397,20190703
27439403,20190801
27444538,20190605
27444709,20190601
27455242,20190701
27457361,20190601
27458611,20190509
27461013,20190601
27461312,20190601
27463957,20190705
27469056,20190731
27470385,20190702
27471256,20190605
27472345,20190709
27477919,20190704
27480933,20190709
27484556,20190617
27488948,20190715
27490219,20190727
27491188,20190709
27495110,20190803
27498114,20190801
27498739,20190502
27498949,20190730
27500295,20190803
27500429,20190803
27502479,20190601
27507884,20190701
27510927,20190701
27512116,20190715
27516581,20190713
27518263,20190601
27521110,20190601
27522341,20190810
27523496,20190711
27539002,20190713
27542214,20190811
27544994,20190611
27546522,20190701
27552241,20190731
27560572,20190820
27563104,20190601
27564080,20190701
27568258,20190612
27572632,20190813
27574509,20190801
27576662,20190801
27578328,20190706
27590513,20190801
27595009,20190811
27595927,20190805
27596064,20190601
27597789,20190711
27599405,20190811
27599581,20190712
27599706,20190613
27602955,20190703
27602977,20190801
27607833,20190701
27612998,20190526
27614259,20190602
27617952,20190601
27620295,20190531
27621594,20190801
27628240,20190818
27630489,20190706
27630544,20190707
27632678,20190716
27634289,20190620
27635689,20190821
27638981,20190607
27639875,20190601
27640023,20190703
27647523,20190801
27650920,20190702
27662900,20190804
27665712,20190711
27665718,20190709
27666406,20190708
27671758,20190516
27677175,20190606
27683995,20190603
27687114,20190601
27690997,20190608
27692765,20190701
27696934,20190511
27702796,20190603
27706856,20190724
27713621,20190601
27717701,20190701
27723200,20190728
27724060,20190617
27724292,20190801
27724779,20190803
27733089,20190720
27736756,20190711
27738960,20190801
27744685,20190721
27747297,20190507
27748740,20190613
27757561,20190704
27761578,20190817
27771993,20190721
27779748,20190619
27783498,20190803
27785168,20190619
27785607,20190603
27786940,20190712
27787623,20190722
27787939,20190709
27794932,20190503
27796662,20190802
27799847,20190721
27804608,20190701
27807448,20190710
27809171,20190802
27817161,20190701
27825597,20190802
27827086,20190619
27829973,20190606
27833879,20190818
27834940,20190521
27836590,20190701
27841967,20190524
27843542,20190811
27845003,20190801
27846166,20190702
27848581,20190617
27850208,20190803
27866422,20190518
27867250,20190603
27884494,20190701
27888033,20190721
27888873,20190710
27890173,20190817
27893008,20190601
27897295,20190605
27901017,20190601
27901182,20190617
27904527,20190713
27916323,20190823
27917757,20190611
27922255,20190802
27930403,20190714
27932945,20190712
27934289,20190701
27941313,20190720
27945169,20190625
27946698,20190806
27955875,20190704
27957881,20190703
27960931,20190708
27961659,20190609
27963085,20190705
27964663,20190701
27970377,20190601
27972310,20190720
27975918,20190601
27986064,20190709
27989935,20190701
27996525,20190601
28000374,20190801
28008482,20190703
28009373,20190601
28016416,20190801
28019821,20190702
28020266,20190704
28022790,20190801
28024238,20190818
28026974,20190606
28027034,20190605
28032093,20190715
28040554,20190618
28051029,20190627
28059451,20190603
28060144,20190805
28063810,20190602
28064048,20190703
28064517,20190717
28064857,20190630
28066765,20190714
28067470,20190516
28084843,20190717
28087501,20190528
28087779,20190804
28088352,20190603
28090857,20190625
28091213,20190701
28092982,20190803
28094372,20190520
28099321,20190601
28100307,20190719
28103746,20190801
28111725,20190507
28112741,20190620
28112937,20190706
28114222,20190701
28116511,20190701
28134706,20190802
28144550,20190619
28148127,20190727
28153577,20190611
28160035,20190721
28164158,20190707
28166098,20190701
28166098,20190701
28167275,20190629
28172478,20190801
28185335,20190801
28189864,20190528
28191150,20190718
28198222,20190810
28201373,20190807
28202845,20190601
28207782,20190801
28207865,20190807
28208397,20190507
28214577,20190722
28217542,20190522
28219323,20190701
28222336,20190513
28224258,20190607
28228043,20190528
28237391,20190702
28243566,20190630
28247018,20190801
28248063,20190702
28253548,20190806
28255641,20190506
28264841,20190801
28265833,20190810
28268721,20190701
28274981,20190629
28289581,20190801
28295229,20190801
28297352,20190629
28303414,20190601
28305407,20190601
28308405,20190602
28320138,20190706
28330789,20190601
28330912,20190702
28351086,20190620
28356874,20190801
28358854,20190704
28360317,20190704
28362540,20190727
28364832,20190701
28375246,20190506
28383533,20190521
28406720,20190815
28412535,20190701
28421656,20190721
28421838,20190802
28422567,20190803
28423868,20190702
28423948,20190702
28432204,20190702
28439170,20190606
28439613,20190624
28451326,20190602
28451454,20190601
28455498,20190701
28456491,20190504
28458216,20190713
28460426,20190720
28462331,20190801
28467729,20190601
28471769,20190608
28477858,20190601
28479452,20190711
28479597,20190501
28480084,20190706
28485145,20190602
28493711,20190601
28493963,20190601
28494234,20190701
28494576,20190825
28495483,20190613
28498145,20190702
28499201,20190609
28504452,20190722
28508866,20190806
28509640,20190803
28515814,20190727
28516147,20190816
28524849,20190608
28528505,20190801
28540448,20190704
28542380,20190601
28544021,20190526
28544164,20190522
28545147,20190804
28548746,20190705
28548872,20190609
28553034,20190709
28554968,20190725
28557586,20190802
28560602,20190704
28560734,20190709
28567616,20190607
28570343,20190727
28578319,20190703
28587060,20190612
28592934,20190801
28595243,20190710
28599456,20190507
28605479,20190604
28605642,20190728
28606093,20190805
28610077,20190701
28612663,20190701
28615671,20190702
28623715,20190801
28626224,20190701
28627068,20190601
28628464,20190619
28641444,20190716
28647977,20190808
28666906,20190701
28669377,20190718
28671118,20190601
28671369,20190622
28677863,20190530
28680349,20190602
28684116,20190804
28685683,20190601
28693772,20190715
28695690,20190712
28699172,20190712
28700968,20190608
28702766,20190713
28709018,20190701
28709419,20190519
28710364,20190602
28713415,20190601
28715544,20190719
28717150,20190526
28719003,20190601
28721042,20190525
28726609,20190604
28732008,20190703
28732284,20190601
28733467,20190601
28744676,20190630
28747282,20190801
28750532,20190622
28750904,20190610
28756328,20190804
28762681,20190601
28763695,20190728
28764162,20190607
28764519,20190701
28768567,20190802
28772316,20190804
28772680,20190802
28775606,20190801
28777779,20190801
28780999,20190728
28784545,20190702
28786599,20190601
28786819,20190518
28788505,20190801
28793341,20190724
28793794,20190802
28795844,20190607
28800393,20190701
28801485,20190701
28802193,20190601
28802398,20190601
28803666,20190701
28809731,20190801
28809786,20190708
28811339,20190710
28812168,20190608
28813211,20190809
28817484,20190701
28819404,20190511
28820218,20190808
28821943,20190803
28823077,20190720
28834876,20190803
28836911,20190601
28843839,20190801
28845121,20190601
28850423,20190802
28878056,20190701
28883050,20190603
28883485,20190709
28895502,20190802
28900570,20190529
28903622,20190710
28904386,20190803
28908823,20190801
28911532,20190604
28914015,20190801
28930366,20190506
28930861,20190706
28932615,20190710
28935415,20190512
28941663,20190717
28942323,20190701
28958980,20190502
28961938,20190709
28986059,20190701
28987396,20190601
28999863,20190602
29001221,20190611
29009542,20190523
29021204,20190809
29023242,20190616
29028784,20190810
29028927,20190818
29028990,20190701
29036431,20190612
29037212,20190603
29039971,20190530
29040106,20190518
29040416,20190706
29044087,20190531
29049050,20190607
29050154,20190802
29052863,20190605
29068345,20190524
29069375,20190711
29072951,20190705
29074789,20190804
29076181,20190606
29080406,20190809
29082153,20190701
29092831,20190525
29095338,20190701
29096205,20190602
29098013,20190601
29098075,20190507
29101431,20190730
29102187,20190505
29109971,20190701
29120807,20190725
29126241,20190810
29129870,20190707
29154412,20190615
29163356,20190810
29165430,20190805
29167175,20190701
29169228,20190803
29171410,20190601
29186171,20190801
29188066,20190626
29192288,20190719
29196167,20190611
29198728,20190603
29201056,20190703
29205372,20190701
29211304,20190526
29217008,20190701
29220451,20190601
29227097,20190504
29227881,20190701
29228095,20190611
29230338,20190803
29231479,20190616
29231890,20190513
29233329,20190517
29242768,20190801
29247251,20190617
29249538,20190727
29253102,20190727
29258785,20190711
29260892,20190701
29261035,20190713
29267785,20190804
29270782,20190709
29271597,20190719
29274160,20190702
29275822,20190809
29279951,20190801
29280020,20190716
29280429,20190604
29292251,20190617
29298811,20190801
29306590,20190701
29313470,20190814
29318105,20190630
29318461,20190621
29325808,20190721
29325861,20190612
29336034,20190701
29337840,20190721
29339266,20190709
29344152,20190714
29345614,20190706
29364197,20190716
29365869,20190519
29381812,20190601
29387976,20190702
29388188,20190714
29388795,20190601
29389294,20190703
29390421,20190701
29395943,20190523
29401274,20190804
29402280,20190805
29402529,20190702
29419343,20190615
29424596,20190714
29430293,20190602
29430356,20190603
29434666,20190702
29442011,20190701
29442114,20190611
29442738,20190706
29445628,20190705
29445977,20190702
29454155,20190803
29458167,20190707
29460103,20190801
29461425,20190603
29463144,20190803
29469283,20190527
29471635,20190803
29472898,20190723
29485713,20190525
29486901,20190601
29489216,20190809
29492817,20190610
29495107,20190701
29499048,20190602
29501114,20190701
29501880,20190624
29518224,20190721
29521178,20190727
29524666,20190801
29535357,20190702
29536054,20190710
29537479,20190701
29547056,20190527
29554762,20190801
29560178,20190628
29563171,20190701
29563823,20190602
29565978,20190606
29570143,20190617
29570319,20190608
29572805,20190601
29574366,20190716
29574528,20190610
29581665,20190817
29582861,20190820
29585097,20190603
29589461,20190810
29589871,20190820
29593854,20190714
29598591,20190602
29603364,20190609
29607082,20190701
29609719,20190801
29612058,20190605
29612970,20190510
29613995,20190603
29620583,20190801
29631751,20190702
29631832,20190713
29634698,20190607
29637448,20190801
29639363,20190606
29641498,20190710
29648394,20190607
29654917,20190619
29661285,20190610
29663486,20190703
29664780,20190711
29676745,20190701
29684448,20190804
29684845,20190610
29691592,20190701
29694405,20190601
29694879,20190702
29695806,20190822
29697417,20190614
29697772,20190703
29710344,20190601
29713787,20190601
29718150,20190721
29723774,20190701
29729455,20190729
29730478,20190801
29732693,20190601
29738784,20190605
